,tissue_in_publication,cell_type,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,compartment
16963,Uterus,vascular associated smooth muscle cell,0.044933099299669266,0.1977878212928772,0.0,0.0,0.0,0.0,1.3248624801635742,MANBA,0.0,0.0,0.0,stromal
16964,Uterus,pericyte,0.06239716708660126,0.21090596914291382,0.0,0.0,0.0,0.0,1.111715316772461,MANBA,0.0,0.0,0.0,stromal
16965,Uterus,myometrial cell,0.06844926625490189,0.239048033952713,0.0,0.0,0.0,0.0,1.3442400693893433,MANBA,0.0,0.0,0.0,stromal
16966,Vasculature,fibroblast,0.11919637024402618,0.23520305752754211,0.0,0.0,0.0,0.17304927110671997,1.6285896301269531,MANBA,0.17304927110671997,0.4326231777667999,0.0,stromal
16967,Vasculature,smooth muscle cell,0.06767646968364716,0.19551654160022736,0.0,0.0,0.0,0.0,1.7814180850982666,MANBA,0.0,0.0,0.0,stromal
16968,Vasculature,pericyte,0.022250862792134285,0.11255471408367157,0.0,0.0,0.0,0.0,1.4182509183883667,MANBA,0.0,0.0,0.0,stromal
16969,Bladder,fibroblast,0.10323911905288696,0.26275116205215454,0.0,0.0,0.0,0.0,1.9472829103469849,MANEA,0.0,0.0,0.0,stromal
16970,Bladder,myofibroblast cell,0.11358608305454254,0.3067024350166321,0.0,0.0,0.0,0.0,1.936794400215149,MANEA,0.0,0.0,0.0,stromal
16971,Bladder,smooth muscle cell,0.08915235847234726,0.22155217826366425,0.0,0.0,0.0,0.0,1.5828568935394287,MANEA,0.0,0.0,0.0,stromal
16972,Bladder,pericyte,0.1077691838145256,0.28813618421554565,0.0,0.0,0.0,0.0,1.9367096424102783,MANEA,0.0,0.0,0.0,stromal
16973,Eye,fibroblast,0.08130413293838501,0.2885407507419586,0.0,0.0,0.0,0.0,1.702440619468689,MANEA,0.0,0.0,0.0,stromal
16974,Eye,fat cell,0.12762130796909332,0.21098071336746216,0.0,0.0,0.0,0.2147262915968895,0.9414599537849426,MANEA,0.2147262915968895,0.5368157289922237,0.0,stromal
16975,Eye,melanocyte,0.07387273758649826,0.23622307181358337,0.0,0.0,0.0,0.0,1.1770132780075073,MANEA,0.0,0.0,0.0,stromal
16976,Eye,stromal cell,0.09222108125686646,0.25531840324401855,0.0,0.0,0.0,0.0,2.0727765560150146,MANEA,0.0,0.0,0.0,stromal
16977,Eye,radial glial cell,0.05944215506315231,0.20925681293010712,0.0,0.0,0.0,0.0,2.483990430831909,MANEA,0.0,0.0,0.0,stromal
16978,Eye,retinal ganglion cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANEA,0.0,0.0,0.0,stromal
16979,Eye,retina horizontal cell,0.15001700818538666,0.3674651086330414,0.0,0.0,0.0,0.0,0.9001020193099976,MANEA,0.0,0.0,0.0,stromal
16980,Eye,retinal bipolar neuron,0.11524631083011627,0.34156981110572815,0.0,0.0,0.0,0.0,1.4165927171707153,MANEA,0.0,0.0,0.0,stromal
16981,Eye,Mueller cell,0.09006190299987793,0.29434096813201904,0.0,0.0,0.0,0.0,2.2335922718048096,MANEA,0.0,0.0,0.0,stromal
16982,Fat,fibroblast,0.25548943877220154,0.3747839629650116,0.0,0.0,0.0,0.5091446489095688,2.3640480041503906,MANEA,0.5091446489095688,1.272861622273922,0.0,stromal
16983,Fat,myofibroblast cell,0.262111097574234,0.4319518804550171,0.0,0.0,0.0,0.5792674869298935,2.0415337085723877,MANEA,0.5792674869298935,1.4481687173247337,0.0,stromal
16984,Fat,smooth muscle cell,0.24458758533000946,0.3706580102443695,0.0,0.0,0.0,0.6003527641296387,1.009965181350708,MANEA,0.6003527641296387,1.009965181350708,0.0,stromal
16985,Heart,smooth muscle cell,0.2456476241350174,0.529003918170929,0.0,0.0,0.0,0.0,1.9650079011917114,MANEA,0.0,0.0,0.0,stromal
16986,Heart,cardiac muscle cell,0.09371454268693924,0.20241309702396393,0.0,0.0,0.0,0.0,2.02119779586792,MANEA,0.0,0.0,0.0,stromal
16987,Heart,fibroblast of cardiac tissue,0.1896829903125763,0.430693656206131,0.0,0.0,0.0,0.0,1.9447110891342163,MANEA,0.0,0.0,0.0,stromal
16988,Large_Intestine,fibroblast,0.08607015758752823,0.28635066747665405,0.0,0.0,0.0,0.0,2.0589334964752197,MANEA,0.0,0.0,0.0,stromal
16989,Liver,fibroblast,0.14720894396305084,0.3376260995864868,0.0,0.0,0.0,0.0,1.3801014423370361,MANEA,0.0,0.0,0.0,stromal
16990,Lung,fibroblast,0.18084970116615295,0.43934693932533264,0.0,0.0,0.0,0.0,1.7070428133010864,MANEA,0.0,0.0,0.0,stromal
16991,Lung,mesothelial cell,0.14617519080638885,0.2764863967895508,0.0,0.0,0.0,0.08172588050365448,0.7550778985023499,MANEA,0.08172588050365448,0.2043147012591362,0.0,stromal
16992,Lung,myofibroblast cell,0.2211945354938507,0.493008553981781,0.0,0.0,0.0,0.0,1.4454104900360107,MANEA,0.0,0.0,0.0,stromal
16993,Lung,smooth muscle cell,0.16211971640586853,0.4609818160533905,0.0,0.0,0.0,0.0,2.077955484390259,MANEA,0.0,0.0,0.0,stromal
16994,Lung,vascular associated smooth muscle cell,0.27439484000205994,0.5642890334129333,0.0,0.0,0.0,0.0,2.0706539154052734,MANEA,0.0,0.0,0.0,stromal
16995,Lung,pericyte,0.233493372797966,0.5331799983978271,0.0,0.0,0.0,0.0,2.470996618270874,MANEA,0.0,0.0,0.0,stromal
16996,Lung,adventitial cell,0.10866808146238327,0.33014434576034546,0.0,0.0,0.0,0.0,1.9508980512619019,MANEA,0.0,0.0,0.0,stromal
16997,Lung,bronchial smooth muscle cell,0.12846574187278748,0.3980747163295746,0.0,0.0,0.0,0.0,2.022524118423462,MANEA,0.0,0.0,0.0,stromal
16998,Lymph_Node,stromal cell,0.29961639642715454,0.4061164855957031,0.0,0.0,0.0,0.6500180959701538,1.4573633670806885,MANEA,0.6500180959701538,1.4573633670806885,0.0,stromal
16999,Mammary,vascular associated smooth muscle cell,0.12116426974534988,0.33624333143234253,0.0,0.0,0.0,0.0,1.4678773880004883,MANEA,0.0,0.0,0.0,stromal
17000,Mammary,pericyte,0.2939315736293793,0.5227606892585754,0.0,0.0,0.0,0.5953083038330078,1.878197193145752,MANEA,0.5953083038330078,1.4882707595825195,0.0,stromal
17001,Mammary,fibroblast of breast,0.10469283163547516,0.30572330951690674,0.0,0.0,0.0,0.0,2.103747844696045,MANEA,0.0,0.0,0.0,stromal
17002,Muscle,mesothelial cell,0.0996553972363472,0.22530800104141235,0.0,0.0,0.0,0.0,0.6376665234565735,MANEA,0.0,0.0,0.0,stromal
17003,Muscle,mesenchymal stem cell,0.38476884365081787,0.4941316246986389,0.0,0.0,0.0,0.7457554340362549,2.5404717922210693,MANEA,0.7457554340362549,1.8643885850906372,0.0,stromal
17004,Muscle,slow muscle cell,0.024131542071700096,0.17233367264270782,0.0,0.0,0.0,0.0,1.2307085990905762,MANEA,0.0,0.0,0.0,stromal
17005,Muscle,fast muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANEA,0.0,0.0,0.0,stromal
17006,Muscle,smooth muscle cell,0.17951750755310059,0.38403037190437317,0.0,0.0,0.0,0.0,1.435328483581543,MANEA,0.0,0.0,0.0,stromal
17007,Muscle,tendon cell,0.12812034785747528,0.29185691475868225,0.0,0.0,0.0,0.0,1.4132899045944214,MANEA,0.0,0.0,0.0,stromal
17008,Muscle,pericyte,0.18659959733486176,0.3967016935348511,0.0,0.0,0.0,0.0,2.1775574684143066,MANEA,0.0,0.0,0.0,stromal
17009,Muscle,skeletal muscle satellite stem cell,0.0665339007973671,0.23926673829555511,0.0,0.0,0.0,0.0,1.7744708061218262,MANEA,0.0,0.0,0.0,stromal
17010,Pancreas,fibroblast,0.4663166403770447,0.6418285965919495,0.0,0.0,0.0,0.9226169586181641,2.475372314453125,MANEA,0.9226169586181641,2.30654239654541,0.0,stromal
17011,Pancreas,pancreatic stellate cell,0.4156758785247803,0.5042238831520081,0.0,0.0,0.0,0.8018036484718323,2.475098133087158,MANEA,0.8018036484718323,2.0045091211795807,0.0,stromal
17012,Prostate,fibroblast,0.15537451207637787,0.36520111560821533,0.0,0.0,0.0,0.0,1.542543649673462,MANEA,0.0,0.0,0.0,stromal
17013,Prostate,smooth muscle cell,0.20876766741275787,0.3883044421672821,0.0,0.0,0.0,0.28463980555534363,1.595818281173706,MANEA,0.28463980555534363,0.7115995138883591,0.0,stromal
17014,Salivary_Gland,fibroblast,0.32461169362068176,0.4647752344608307,0.0,0.0,0.0,0.6474019289016724,2.12911319732666,MANEA,0.6474019289016724,1.618504822254181,0.0,stromal
17015,Salivary_Gland,pericyte,0.17893454432487488,0.36894118785858154,0.0,0.0,0.0,0.0,1.5163475275039673,MANEA,0.0,0.0,0.0,stromal
17016,Salivary_Gland,adventitial cell,0.2824200987815857,0.39043280482292175,0.0,0.0,0.0,0.5345100164413452,1.9236723184585571,MANEA,0.5345100164413452,1.336275041103363,0.0,stromal
17017,Skin,melanocyte,0.014136803336441517,0.09483256936073303,0.0,0.0,0.0,0.0,0.6361561417579651,MANEA,0.0,0.0,0.0,stromal
17018,Skin,muscle cell,0.06151408329606056,0.23851105570793152,0.0,0.0,0.0,0.0,1.4641188383102417,MANEA,0.0,0.0,0.0,stromal
17019,Skin,cell of skeletal muscle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANEA,0.0,0.0,0.0,stromal
17020,Skin,smooth muscle cell,0.04505357891321182,0.16244299709796906,0.0,0.0,0.0,0.0,0.5856965184211731,MANEA,0.0,0.0,0.0,stromal
17021,Skin,stromal cell,0.024163074791431427,0.1319710910320282,0.0,0.0,0.0,0.0,1.392021656036377,MANEA,0.0,0.0,0.0,stromal
17022,Small_Intestine,fibroblast,0.08826478570699692,0.2702547311782837,0.0,0.0,0.0,0.0,1.3703829050064087,MANEA,0.0,0.0,0.0,stromal
17023,Thymus,fibroblast,0.29420584440231323,0.4384125769138336,0.0,0.0,0.0,0.5696599781513214,2.5791430473327637,MANEA,0.5696599781513214,1.4241499453783035,0.0,stromal
17024,Thymus,fast muscle cell,0.03274133801460266,0.1384013593196869,0.0,0.0,0.0,0.0,0.7384632229804993,MANEA,0.0,0.0,0.0,stromal
17025,Thymus,vascular associated smooth muscle cell,0.19382961094379425,0.40779682993888855,0.0,0.0,0.0,0.0,2.1794097423553467,MANEA,0.0,0.0,0.0,stromal
17026,Tongue,fibroblast,0.1299278885126114,0.32376736402511597,0.0,0.0,0.0,0.0,1.5223418474197388,MANEA,0.0,0.0,0.0,stromal
17027,Tongue,pericyte,0.1374201625585556,0.33266133069992065,0.0,0.0,0.0,0.0,1.4353283643722534,MANEA,0.0,0.0,0.0,stromal
17028,Tongue,Schwann cell,0.10394237190485,0.2273838073015213,0.0,0.0,0.0,0.0,0.6484941840171814,MANEA,0.0,0.0,0.0,stromal
17029,Tongue,tongue muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANEA,0.0,0.0,0.0,stromal
17030,Trachea,fibroblast,0.10657205432653427,0.2717468738555908,0.0,0.0,0.0,0.0,1.4676204919815063,MANEA,0.0,0.0,0.0,stromal
17031,Trachea,smooth muscle cell,0.10401228070259094,0.2517395615577698,0.0,0.0,0.0,0.0,1.1572034358978271,MANEA,0.0,0.0,0.0,stromal
17032,Trachea,connective tissue cell,0.2171863466501236,0.4462536573410034,0.0,0.0,0.0,0.0,1.8007744550704956,MANEA,0.0,0.0,0.0,stromal
17033,Uterus,fibroblast,0.05308917909860611,0.16890184581279755,0.0,0.0,0.0,0.0,1.2998650074005127,MANEA,0.0,0.0,0.0,stromal
17034,Uterus,vascular associated smooth muscle cell,0.06896153092384338,0.2624564468860626,0.0,0.0,0.0,0.0,2.0724728107452393,MANEA,0.0,0.0,0.0,stromal
17035,Uterus,pericyte,0.05829252675175667,0.2068026065826416,0.0,0.0,0.0,0.0,1.333441138267517,MANEA,0.0,0.0,0.0,stromal
17036,Uterus,myometrial cell,0.0594567134976387,0.2460757941007614,0.0,0.0,0.0,0.0,1.8211020231246948,MANEA,0.0,0.0,0.0,stromal
17037,Vasculature,fibroblast,0.22041790187358856,0.321006715297699,0.0,0.0,0.0,0.4204345867037773,1.9296313524246216,MANEA,0.4204345867037773,1.0510864667594433,0.0,stromal
17038,Vasculature,smooth muscle cell,0.15107962489128113,0.28452643752098083,0.0,0.0,0.0,0.25440364331007004,1.686779260635376,MANEA,0.25440364331007004,0.6360091082751751,0.0,stromal
17039,Vasculature,pericyte,0.27116942405700684,0.3756549656391144,0.0,0.0,0.0,0.5415049046278,1.9576587677001953,MANEA,0.5415049046278,1.3537622615695,0.0,stromal
17040,Bladder,fibroblast,0.0005379312206059694,0.018776340410113335,0.0,0.0,0.0,0.0,0.9370943903923035,MFNG,0.0,0.0,0.0,stromal
17041,Bladder,myofibroblast cell,0.0006703916005790234,0.026546191424131393,0.0,0.0,0.0,0.0,1.1862553358078003,MFNG,0.0,0.0,0.0,stromal
17042,Bladder,smooth muscle cell,0.003204040927812457,0.03814355656504631,0.0,0.0,0.0,0.0,0.5050530433654785,MFNG,0.0,0.0,0.0,stromal
17043,Bladder,pericyte,0.004254545085132122,0.04398145526647568,0.0,0.0,0.0,0.0,0.867771327495575,MFNG,0.0,0.0,0.0,stromal
17044,Eye,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17045,Eye,fat cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17046,Eye,melanocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17047,Eye,stromal cell,0.006498975679278374,0.06640736758708954,0.0,0.0,0.0,0.0,0.8599129319190979,MFNG,0.0,0.0,0.0,stromal
17048,Eye,radial glial cell,0.0024164647329598665,0.02590164542198181,0.0,0.0,0.0,0.0,0.33620959520339966,MFNG,0.0,0.0,0.0,stromal
17049,Eye,retinal ganglion cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17050,Eye,retina horizontal cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17051,Eye,retinal bipolar neuron,0.03203250840306282,0.1840127408504486,0.0,0.0,0.0,0.0,1.0570727586746216,MFNG,0.0,0.0,0.0,stromal
17052,Eye,Mueller cell,0.005376605316996574,0.05766259506344795,0.0,0.0,0.0,0.0,0.7202039361000061,MFNG,0.0,0.0,0.0,stromal
17053,Fat,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17054,Fat,myofibroblast cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17055,Fat,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17056,Heart,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17057,Heart,cardiac muscle cell,0.00015992822591215372,0.013276627287268639,0.0,0.0,0.0,0.0,1.1022253036499023,MFNG,0.0,0.0,0.0,stromal
17058,Heart,fibroblast of cardiac tissue,0.009521245025098324,0.09567136317491531,0.0,0.0,0.0,0.0,1.0506212711334229,MFNG,0.0,0.0,0.0,stromal
17059,Large_Intestine,fibroblast,0.0030167626682668924,0.05452047288417816,0.0,0.0,0.0,0.0,1.187679409980774,MFNG,0.0,0.0,0.0,stromal
17060,Liver,fibroblast,0.014259821735322475,0.08898188918828964,0.0,0.0,0.0,0.0,0.6710535287857056,MFNG,0.0,0.0,0.0,stromal
17061,Lung,fibroblast,0.008008234202861786,0.09484117478132248,0.0,0.0,0.0,0.0,1.3593132495880127,MFNG,0.0,0.0,0.0,stromal
17062,Lung,mesothelial cell,0.0175243578851223,0.07009744644165039,0.0,0.0,0.0,0.0,0.2803897261619568,MFNG,0.0,0.0,0.0,stromal
17063,Lung,myofibroblast cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17064,Lung,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17065,Lung,vascular associated smooth muscle cell,0.009450799785554409,0.07963385432958603,0.0,0.0,0.0,0.0,0.6710067987442017,MFNG,0.0,0.0,0.0,stromal
17066,Lung,pericyte,0.04117579758167267,0.21844510734081268,0.0,0.0,0.0,0.0,1.5212223529815674,MFNG,0.0,0.0,0.0,stromal
17067,Lung,adventitial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17068,Lung,bronchial smooth muscle cell,0.01163798663765192,0.09526099264621735,0.0,0.0,0.0,0.0,0.7797451019287109,MFNG,0.0,0.0,0.0,stromal
17069,Lymph_Node,stromal cell,0.004956312943249941,0.05221794173121452,0.0,0.0,0.0,0.0,0.5501507520675659,MFNG,0.0,0.0,0.0,stromal
17070,Mammary,vascular associated smooth muscle cell,0.02150828391313553,0.12540645897388458,0.0,0.0,0.0,0.0,0.7493258714675903,MFNG,0.0,0.0,0.0,stromal
17071,Mammary,pericyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17072,Mammary,fibroblast of breast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17073,Muscle,mesothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17074,Muscle,mesenchymal stem cell,0.0010502943769097328,0.02835809998214245,0.0,0.0,0.0,0.0,1.296574354171753,MFNG,0.0,0.0,0.0,stromal
17075,Muscle,slow muscle cell,0.023901890963315964,0.1706935167312622,0.0,0.0,0.0,0.0,1.2189964056015015,MFNG,0.0,0.0,0.0,stromal
17076,Muscle,fast muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17077,Muscle,smooth muscle cell,0.03874398395419121,0.1781541407108307,0.0,0.0,0.0,0.0,0.9030580520629883,MFNG,0.0,0.0,0.0,stromal
17078,Muscle,tendon cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17079,Muscle,pericyte,0.06735789775848389,0.2097180336713791,0.0,0.0,0.0,0.0,1.3265883922576904,MFNG,0.0,0.0,0.0,stromal
17080,Muscle,skeletal muscle satellite stem cell,0.003019074909389019,0.05670589953660965,0.0,0.0,0.0,0.0,1.8938547372817993,MFNG,0.0,0.0,0.0,stromal
17081,Pancreas,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17082,Pancreas,pancreatic stellate cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17083,Prostate,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17084,Prostate,smooth muscle cell,0.03944896534085274,0.14907769858837128,0.0,0.0,0.0,0.0,0.9349278807640076,MFNG,0.0,0.0,0.0,stromal
17085,Salivary_Gland,fibroblast,0.002264598151668906,0.0411381796002388,0.0,0.0,0.0,0.0,1.0610100030899048,MFNG,0.0,0.0,0.0,stromal
17086,Salivary_Gland,pericyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17087,Salivary_Gland,adventitial cell,0.0057886457070708275,0.06308051943778992,0.0,0.0,0.0,0.0,0.7876944541931152,MFNG,0.0,0.0,0.0,stromal
17088,Skin,melanocyte,0.009000716730952263,0.060378652065992355,0.0,0.0,0.0,0.0,0.4050322473049164,MFNG,0.0,0.0,0.0,stromal
17089,Skin,muscle cell,0.001324130455031991,0.026349928230047226,0.0,0.0,0.0,0.0,0.5243556499481201,MFNG,0.0,0.0,0.0,stromal
17090,Skin,cell of skeletal muscle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17091,Skin,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17092,Skin,stromal cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17093,Small_Intestine,fibroblast,0.005274581257253885,0.05582098290324211,0.0,0.0,0.0,0.0,0.5907530784606934,MFNG,0.0,0.0,0.0,stromal
17094,Thymus,fibroblast,0.0002886108122766018,0.01785428449511528,0.0,0.0,0.0,0.0,1.1045135259628296,MFNG,0.0,0.0,0.0,stromal
17095,Thymus,fast muscle cell,0.011775699444115162,0.09566621482372284,0.0,0.0,0.0,0.0,0.7771961688995361,MFNG,0.0,0.0,0.0,stromal
17096,Thymus,vascular associated smooth muscle cell,0.00031285244040191174,0.013906929641962051,0.0,0.0,0.0,0.0,0.618196427822113,MFNG,0.0,0.0,0.0,stromal
17097,Tongue,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17098,Tongue,pericyte,0.007414025720208883,0.07188164442777634,0.0,0.0,0.0,0.0,0.6969184279441833,MFNG,0.0,0.0,0.0,stromal
17099,Tongue,Schwann cell,0.06484942138195038,0.2050718367099762,0.0,0.0,0.0,0.0,0.6484941840171814,MFNG,0.0,0.0,0.0,stromal
17100,Tongue,tongue muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17101,Trachea,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17102,Trachea,smooth muscle cell,0.0073501612059772015,0.06696318835020065,0.0,0.0,0.0,0.0,0.610063374042511,MFNG,0.0,0.0,0.0,stromal
17103,Trachea,connective tissue cell,0.0043571689166128635,0.06875485181808472,0.0,0.0,0.0,0.0,1.0849350690841675,MFNG,0.0,0.0,0.0,stromal
17104,Uterus,fibroblast,0.0008655546698719263,0.029457923024892807,0.0,0.0,0.0,0.0,1.175153136253357,MFNG,0.0,0.0,0.0,stromal
17105,Uterus,vascular associated smooth muscle cell,0.0024399927351623774,0.04812423139810562,0.0,0.0,0.0,0.0,0.949157178401947,MFNG,0.0,0.0,0.0,stromal
17106,Uterus,pericyte,0.009840668179094791,0.0948999747633934,0.0,0.0,0.0,0.0,0.9151821136474609,MFNG,0.0,0.0,0.0,stromal
17107,Uterus,myometrial cell,0.005707944743335247,0.08011467754840851,0.0,0.0,0.0,0.0,1.1244651079177856,MFNG,0.0,0.0,0.0,stromal
17108,Vasculature,fibroblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17109,Vasculature,smooth muscle cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17110,Vasculature,pericyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MFNG,0.0,0.0,0.0,stromal
17111,Bladder,fibroblast,0.3784507215023041,0.4475242793560028,0.0,0.0,0.0,0.7225131690502167,2.1239092350006104,MGAT1,0.7225131690502167,1.8062829226255417,0.0,stromal
17112,Bladder,myofibroblast cell,0.4143266975879669,0.4937133193016052,0.0,0.0,0.0,0.8277487754821777,2.1556601524353027,MGAT1,0.8277487754821777,2.0693719387054443,0.0,stromal
17113,Bladder,smooth muscle cell,0.15706388652324677,0.2679077684879303,0.0,0.0,0.0,0.3804464042186737,1.0267417430877686,MGAT1,0.3804464042186737,0.9511160105466843,0.0,stromal
17114,Bladder,pericyte,0.19771070778369904,0.36345168948173523,0.0,0.0,0.0,0.30886346846818924,1.7234898805618286,MGAT1,0.30886346846818924,0.7721586711704731,0.0,stromal
17115,Eye,fibroblast,0.561204731464386,0.592035174369812,0.0,0.0,0.45798562467098236,1.1101333796977997,2.3089094161987305,MGAT1,1.1101333796977997,2.3089094161987305,0.0,stromal
17116,Eye,fat cell,0.5332525372505188,0.3791508078575134,0.0,0.11454687267541885,0.5478637218475342,0.8438926637172699,1.19186270236969,MGAT1,0.729345791041851,1.19186270236969,0.0,stromal
17117,Eye,melanocyte,0.4489855468273163,0.5021438598632812,0.0,0.0,0.0,0.8669116199016571,1.6318906545639038,MGAT1,0.8669116199016571,1.6318906545639038,0.0,stromal
17118,Eye,stromal cell,0.31120121479034424,0.4023376703262329,0.0,0.0,0.1608835607767105,0.5092855095863342,2.0521037578582764,MGAT1,0.5092855095863342,1.2732137739658356,0.0,stromal
17119,Eye,radial glial cell,0.28406769037246704,0.29122111201286316,0.0,0.0,0.2893158346414566,0.4622034654021263,1.539659857749939,MGAT1,0.4622034654021263,1.1555086635053158,0.0,stromal
17120,Eye,retinal ganglion cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MGAT1,0.0,0.0,0.0,stromal
17121,Eye,retina horizontal cell,0.27904924750328064,0.4545329809188843,0.0,0.0,0.0,0.46135130524635315,1.0591604709625244,MGAT1,0.46135130524635315,1.0591604709625244,0.0,stromal
17122,Eye,retinal bipolar neuron,0.18808555603027344,0.3558996319770813,0.0,0.0,0.0,0.0,1.0712471008300781,MGAT1,0.0,0.0,0.0,stromal
17123,Eye,Mueller cell,0.2437763214111328,0.4755646288394928,0.0,0.0,0.0,0.04789137840270996,2.250382661819458,MGAT1,0.04789137840270996,0.1197284460067749,0.0,stromal
17124,Fat,fibroblast,0.489496111869812,0.4658700227737427,0.0,0.0,0.4904504269361496,0.8445928692817688,2.1421091556549072,MGAT1,0.8445928692817688,2.111482173204422,0.0,stromal
17125,Fat,myofibroblast cell,0.2653101980686188,0.4082285761833191,0.0,0.0,0.0,0.6277961879968643,1.5925345420837402,MGAT1,0.6277961879968643,1.5694904699921608,0.0,stromal
17126,Fat,smooth muscle cell,0.2709016501903534,0.4324479103088379,0.0,0.0,0.0,0.5021138340234756,1.2050706148147583,MGAT1,0.5021138340234756,1.2050706148147583,0.0,stromal
17127,Heart,smooth muscle cell,0.2832176387310028,0.5391963720321655,0.0,0.0,0.0,0.0,1.828299641609192,MGAT1,0.0,0.0,0.0,stromal
17128,Heart,cardiac muscle cell,0.14178505539894104,0.24815653264522552,0.0,0.0,0.0,0.2723230794072151,1.587407112121582,MGAT1,0.2723230794072151,0.6808076985180378,0.0,stromal
17129,Heart,fibroblast of cardiac tissue,0.4442821443080902,0.587369441986084,0.0,0.0,0.0,0.9877566695213318,1.951416015625,MGAT1,0.9877566695213318,1.951416015625,0.0,stromal
17130,Large_Intestine,fibroblast,0.43174099922180176,0.572638750076294,0.0,0.0,0.0,0.8964579403400421,2.644179582595825,MGAT1,0.8964579403400421,2.2411448508501053,0.0,stromal
17131,Liver,fibroblast,0.2581038475036621,0.39513063430786133,0.0,0.0,0.0,0.5825422704219818,1.4137606620788574,MGAT1,0.5825422704219818,1.4137606620788574,0.0,stromal
17132,Lung,fibroblast,0.3374750018119812,0.5605572462081909,0.0,0.0,0.0,0.8412536382675171,1.8686360120773315,MGAT1,0.8412536382675171,1.8686360120773315,0.0,stromal
17133,Lung,mesothelial cell,0.4714760184288025,0.5324340462684631,0.0,0.0,0.2159908264875412,0.9719237238168716,1.350667953491211,MGAT1,0.9719237238168716,1.350667953491211,0.0,stromal
17134,Lung,myofibroblast cell,0.4137929081916809,0.5457442402839661,0.0,0.0,0.0,0.9668435305356979,1.19437575340271,MGAT1,0.9668435305356979,1.19437575340271,0.0,stromal
17135,Lung,smooth muscle cell,0.2565321922302246,0.4276018440723419,0.0,0.0,0.0,0.6073532551527023,1.3309770822525024,MGAT1,0.6073532551527023,1.3309770822525024,0.0,stromal
